NAVCOID	CAMPAIGN	LOCATION	BYEAR	EYEAR	TARGET	SUCCESS	LIMITED	FAILURE	ONGOING	VIOL	NONVIOL	FSELFDET	REGCHANGE	SECESSION	OTHER
301.0	"Islamist militia factions (Second Libyan Civil War)"	"Libya"	2014.0	2019.0	"General National Congress government"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
381.0	"Mikso Broliai (Forest Brothers, Lithuanian Anti-Occupation Campaign)"	"Lithuania"	1945.0	1956.0	"Soviet occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
190.0	"pro-democracy movement/Sajudis"	"Lithuania"	1988.0	1991.0	"Lithuanian regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
395.0	"NLA Insurgency"	"Macedonia"	2001.0	2001.0	"Government of Macedonia"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
373.0	"Colorful Revolution"	"Macedonia"	2015.0	2017.0	"Macedonian Government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
83.0	"Franco-Madagascan"	"Madagascar"	1947.0	1948.0	"French occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
271.0	"Anti-Tsiranana"	"Madagascar"	1972.0	1972.0	"Tsiranana regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1.0	"Active Voices"	"Madagascar"	1991.0	1993.0	"Didier Radsiraka"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
130.0	"pro-democracy movement"	"Madagascar"	2002.0	2002.0	"Radsiraka regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
508.0	"anti-Rajoelina movement"	"Madagascar"	2009.0	2014.0	"Rajoelina government"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
272.0	"anti-Ravalomanana movement"	"Madagascar"	2009.0	2009.0	"Ravalomanana government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
157.0	"Nyasaland African Congress"	"Malawi"	1958.0	1959.0	"British rule"	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
8.0	"anti-Banda campaign"	"Malawi"	1992.0	1994.0	"Banda regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
302.0	"Anti-Mutharika"	"Malawi"	2011.0	2012.0	"President Mutharika Government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
131.0	"Malayan Emergency"	"Malaysia"	1948.0	1960.0	"British occupation"	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
484.0	"Reformasi"	"Malaysia"	1998.0	1999.0	"PM Mahathir Mohammed"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
17.0	"Anti-Gayoom Campaign"	"Maldives"	2003.0	2008.0	"Gayoom Regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
515.0	"Anti-Nasheed Campaign"	"Maldives"	2012.0	2012.0	"President Mohammed Nasheed"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
303.0	"Nasheed Supporters"	"Maldives"	2012.0	2013.0	"President Mohammed Waheed Hassan Government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
350.0	"Anti-Yameen"	"Maldives"	2015.0	2019.0	"Gayoom Regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
220.0	"Tauregs"	"Mali"	1989.0	1995.0	"Mali regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
132.0	"Mali anti-military"	"Mali"	1990.0	1991.0	"Military rule"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
328.0	"Northern Mali conflict"	"Mali"	2012.0	2015.0	"Mailian government"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
339.0	"Anti-Aziz Protests"	"Mauritania"	2011.0	2014.0	"Mohamed Ould Abdel Aziz Regime, Government run census"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1015.0	"Liberals and Radicals rebellion"	"Mexico"	1910.0	1920.0	"Diaz regime"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1040.0	"Huerta led rebels"	"Mexico"	1923.0	1924.0	"Obregon regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1046.0	"Cristeros rebellion"	"Mexico"	1926.0	1929.0	"Mexican regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1047.0	"Escoban-led rebellion"	"Mexico"	1929.0	1929.0	"Calles government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
25.0	"anti-PRI campaign"	"Mexico"	1987.0	2000.0	"corrupt govt"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
10.0	"anti-Calderon campaign"	"Mexico"	2006.0	2006.0	"Calderon regime"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
525.0	"2014 Mexican anti-Corruption Campaign"	"Mexico"	2014.0	2015.0	"Pena Nieto government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
69.0	"Dniestr"	"Moldova"	1992.0	1992.0	"Moldovan regime"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
509.0	"Moldovan \"Grapevine\" Revolution"	"Moldova"	2009.0	2009.0	"Communist Government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
534.0	"Moldovan Anti-Government Protest"	"Moldova"	2015.0	2016.0	"Moldovan Government"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
138.0	"Mongolian anti-communist"	"Mongolia"	1989.0	1990.0	"Communist regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
535.0	"Montenegrin Opposition Protest"	"Montenegro"	2015.0	2015.0	"Montenegrin Government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
574.0	"97000 Resist campaign"	"Montenegro"	2019.0	2019.0	"Đukanović govt"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1012.0	"Fez Caids Rebellion"	"Morocco"	1907.0	1908.0	"French occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
1017.0	"Wars of Independence"	"Morocco"	1911.0	1917.0	"French occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
1037.0	"Rifian Rebellion"	"Morocco"	1921.0	1926.0	"Franco-Spanish occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
140.0	"Moroccan Independence War"	"Morocco"	1953.0	1956.0	"French/Spanish occupation"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
98.0	"Ifni war"	"Morocco"	1957.0	1958.0	"Spanish occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
340.0	"Western Sahara Independence Movement"	"Morocco"	1999.0	2005.0	"Moroccan Government"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
86.0	"Front for the Liberation of Mozambique"	"Mozambique"	1962.0	1975.0	"Portuguese occupation"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
181.0	"Renamo"	"Mozambique"	1979.0	1992.0	"Mozambique government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
349.0	"Naga Insurgency"	"Myanmar"	1956.0	2019.0	"Burmese and Indian rule"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
273.0	"Saffron Revolution"	"Myanmar"	2007.0	2007.0	"Government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
536.0	"Western Southeast Asia Front"	"Myanmar"	2015.0	2019.0	"Indian Rule, Myanmarese rule"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
188.0	"SWAPO"	"Namibia"	1976.0	1988.0	"South African occupation"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
1007.0	"South West African Revolt (Herero Revolt)"	"Namibia/South West Africa"	1904.0	1906.0	"German occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
1011.0	"Zulu Rebellion (Natal Rebellion)"	"Natal"	1906.0	1906.0	"British occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
224.0	"The Stir"	"Nepal"	1990.0	1990.0	"Monarchy/Panchayat regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
492.0	"CPN-M/UPF"	"Nepal"	2001.0	2006.0	"Nepalese government"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
149.0	"Nepalese anti-government"	"Nepal"	2002.0	2006.0	"Nepalese govt; martial law"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
502.0	"Mahadeshi Autonomy Campaign"	"Nepal"	2007.0	2007.0	"Government"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
274.0	"Maoist Anti-Govt Protests"	"Nepal"	2010.0	2010.0	"Madhav Kumar Nepal Govt"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
516.0	"Anti-Maoist Campaign"	"Nepal"	2012.0	2012.0	"Maoist Government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1045.0	"Nicaraguan Guerillas"	"Nicaragua"	1925.0	1933.0	"US backed Conservative gov't/ US intervening troops"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
275.0	"Independent Liberal Party"	"Nicaragua"	1944.0	1944.0	"President Somoza"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
80.0	"FSLN"	"Nicaragua"	1978.0	1979.0	"Nicaraguan regime"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
276.0	"Anti-Somoza Strike"	"Nicaragua"	1978.0	1978.0	"Somoza regime"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
57.0	"Contras"	"Nicaragua"	1981.0	1990.0	"Sandinista regime"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
561.0	"Anti-Ortega Protests"	"Nicaragua"	2018.0	2019.0	"Gov't of Nicaragua (Ortega)"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
151.0	"Niger anti-military"	"Niger"	1990.0	1992.0	"Military rule"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
153.0	"Independence Movement"	"Nigeria"	1945.0	1950.0	"British occupation"	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
42.0	"Biafrans"	"Nigeria"	1967.0	1970.0	"Nigerian govt"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
154.0	"Muslim fundamentalists"	"Nigeria"	1980.0	1984.0	"Nigerian govt"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
158.0	"Ogoni movement"	"Nigeria"	1990.0	1995.0	"Nigerian govt and corporate exploitation"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
152.0	"Nigeria anti-military"	"Nigeria"	1993.0	1999.0	"Military rule"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
334.0	"Boko Haram"	"Nigeria"	2011.0	2019.0	"Nigerian govt"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
97.0	"IRA/Irish nationalists"	"Northern Ireland"	1968.0	1998.0	"British control"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
1064.0	"Norwegian resistance"	"Norway"	1940.0	1945.0	"Nazi occupation"	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
175.0	"Popular Front for the Liberation of Oman and the Arab Gulf (PFLOAG)"	"Oman"	1962.0	1976.0	"Oman government"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1006.0	"VMRO Rebels (Macedonians) in Ilinden uprising"	"Ottoman Empire"	1903.0	1903.0	"Ottoman rule"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
373.0	"Second Balochistan Separatist Movement"	"Pakistan"	1962.0	1969.0	"Government of Pakistan"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
21.0	"anti-Khan campaign"	"Pakistan"	1968.0	1969.0	"Khan regime"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
40.0	"Bengalis"	"Pakistan"	1971.0	1971.0	"Pakistani rule"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
36.0	"Third Balochistan Separatist Movement"	"Pakistan"	1973.0	1977.0	"Government of Pakistan"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
277.0	"Anti-Bhutto"	"Pakistan"	1977.0	1977.0	"Prime Minister Zulfiqar Ali Bhutto"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
163.0	"pro-dem movement"	"Pakistan"	1983.0	1983.0	"Zia al-Huq"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
278.0	"Anti-Zia al-Haq"	"Pakistan"	1986.0	1986.0	"President Zia al-Haq"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
136.0	"Mohajir"	"Pakistan"	1994.0	1999.0	"Pakistani government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
375.0	"Fourth Balochistan Separatist Movement"	"Pakistan"	2004.0	2019.0	"Government of Pakistan"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
304.0	"Anti-Musharraf Campaign (Lawyer's Movement)"	"Pakistan"	2007.0	2008.0	"Musharraf Government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
342.0	"Islamist insurgency"	"Pakistan"	2007.0	2019.0	"Pakistani government"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
510.0	"Anti-Zardari Campaign"	"Pakistan"	2009.0	2009.0	"Zardari Government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
526.0	"2014 Anti-Sharif Campaign"	"Pakistan"	2014.0	2014.0	"Sharif Government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
345.0	"Anti-British Mandate"	"Palestine"	1920.0	1936.0	"British colonial rule"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
1058.0	"Palestinian Arab Revolt"	"Palestine"	1936.0	1939.0	"Pro-Jewish British policies"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
164.0	"First Intifada"	"Palestine"	1987.0	1990.0	"Israeli occupation"	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
109.0	"Jewish resistance"	"Palestinian Territories"	1945.0	1948.0	"British occupation"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
164.0	"Palestinian Liberation"	"Palestinian Territories"	1973.0	2019.0	"Israeli occupation"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
24.0	"anti-Noriega campaign"	"Panama"	1987.0	1989.0	"Noriega regime"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
45.0	"Bougainville Revolt"	"Papua New Guinea"	1988.0	1998.0	"Papuan regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
543.0	"Anti-prime minister protest"	"Papua New Guinea"	2016.0	2016.0	"Prime Minister Peter O'Neill"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
166.0	"leftist rebellion"	"Paraguay"	1947.0	1947.0	"Morinigo regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
487.0	"Anti-Cubas Protests"	"Paraguay"	1999.0	1999.0	"Gov't of Paraguay"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1054.0	"Aprista rebels"	"Peru"	1932.0	1932.0	"Cerro regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
195.0	"Senderista Insurgency (Sendero Luminoso) The Shinning Path"	"Peru"	1980.0	2012.0	"Peruvian government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
16.0	"anti-Fujimori campaign"	"Peru"	2000.0	2000.0	"Fujimori govt"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1001.0	"Filipino nationalists"	"Philippines"	1899.0	1902.0	"U.S. occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
1065.0	"Philippines Malayan insurgency"	"Philippines"	1941.0	1945.0	"Japanese occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
91.0	"Hukbalahap Rebellion"	"Philippines"	1946.0	1954.0	"Filipino government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
139.0	"Moro National Liberation Front"	"Philippines"	1968.0	1987.0	"Filipino government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
150.0	"New People's Army"	"Philippines"	1972.0	1992.0	"Filipino government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
168.0	"People Power"	"Philippines"	1983.0	1986.0	"Ferdinand Marcos"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
194.0	"Second People Power Movement"	"Philippines"	2001.0	2001.0	"Estrada regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
279.0	"People Power III"	"Philippines"	2001.0	2001.0	"Government of the Philippines"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1072.0	"Polish resistance"	"Poland"	1944.0	1944.0	"German occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
177.0	"Poznan protests"	"Poland"	1956.0	1956.0	"Communist regime"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
171.0	"Poland Anti-Communist I"	"Poland"	1968.0	1968.0	"Communist regime"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
172.0	"Poland Anti-Communist II"	"Poland"	1970.0	1970.0	"Communist regime"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
173.0	"Warsaw Worker's Uprising"	"Poland"	1976.0	1976.0	"Communist regime"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
206.0	"Solidarity"	"Poland"	1980.0	1989.0	"Communist regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
544.0	"Anti-right wing government"	"Poland"	2016.0	2019.0	"Law and Justice Party"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
52.0	"Carnation Revolution"	"Portugal"	1973.0	1974.0	"Military rule"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
396.0	"Anti-Lissouba Campaign (Cocoyes, Ninjas, Cobras)"	"Republic of the Congo"	1993.0	1997.0	"Government of Congo"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
412.0	"Democratic Republic of Yemen Secessionist Movement"	"Republic of Yemen"	1994.0	1994.0	"Republic of Yemen"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
1013.0	"Peasant Rebellion"	"Romania"	1907.0	1907.0	"land dist system"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
253.0	"anti-Ceaucescu movement"	"Romania"	1987.0	1989.0	"Ceasescu regime"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
11.0	"anti-Ceaucescu rebels"	"Romania"	1989.0	1989.0	"Ceacescu regime"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
471.0	"1990 Anti-Government Protests"	"Romania"	1990.0	1992.0	"Gov't of Romania"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
472.0	"The Golaniad"	"Romania"	1990.0	1993.0	"Provisional Gov't/Gov't of Romania"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
517.0	"2012 Anti-Government Protests"	"Romania"	2012.0	2012.0	"Gov't of Romania"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
537.0	"Colectiv Revolution"	"Romania"	2015.0	2015.0	"Romanian Government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
552.0	"Romania anti-government protest"	"Romania"	2017.0	2019.0	"Government of Romania"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
1009.0	"Peasant/Worker Rebellion"	"Russia"	1905.0	1906.0	"Romanov dynasty"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1021.0	"Urkun Uprising"	"Russia"	1916.0	1917.0	"Romanov regime"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1023.0	"Russian Revolution"	"Russia"	1917.0	1917.0	"Romanov regime"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1024.0	"anti-Bolsheviks"	"Russia"	1917.0	1921.0	"Bolshevik regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
185.0	"pro-dem movement"	"Russia"	1990.0	1991.0	"Anti-coup"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
399.0	"Anti-Yeltsin"	"Russia"	1993.0	1993.0	"Gov't of Russia (Yeltsin)"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
55.0	"Chechen separatists"	"Russia"	1994.0	2009.0	"Russian occupation"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
503.0	"Dissenter's March"	"Russia"	2007.0	2008.0	"United Russia"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
343.0	"Caucasus Emirate"	"Russia"	2007.0	2019.0	"Russian goverment"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
335.0	"Snow Revolution"	"Russia"	2010.0	2019.0	"Putin"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
186.0	"Rwandan independence"	"Rwanda"	1956.0	1962.0	"Belgain occupation"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
241.0	"Watusi"	"Rwanda"	1963.0	1964.0	"Hutu regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
235.0	"Tutsi rebels"	"Rwanda"	1990.0	1993.0	"Hutu regime"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
168.0	"Patriotic Front"	"Rwanda"	1994.0	1994.0	"Hutu regime and genocide"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
403.0	"Hutu Nationalist Insurgency"	"Rwanda"	1996.0	2001.0	"Gov't of Rwanda"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1048.0	"Ikhwan rebellion"	"Saudi Arabia"	1929.0	1930.0	"Ibn Saud regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
305.0	"MFDC secessionist campaign"	"Senegal"	1982.0	1983.0	"Gov't of Senegal"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
386.0	"Casamance Conflict"	"Senegal"	1982.0	2014.0	"Gov't of Senegal"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
13.0	"anti-Diouf campaign"	"Senegal"	2000.0	2000.0	"Diouf govt"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
518.0	"Anti-Wade June 23 Movement"	"Senegal"	2012.0	2012.0	"Wade regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
23.0	"anti-Milosevic"	"Serbia"	1996.0	2000.0	"Milosevic regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
119.0	"KLA"	"Serbia"	1998.0	1999.0	"secession"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
553.0	"Anti-Vucic"	"Serbia"	2017.0	2019.0	"Gov't of Serbia (Vucic)"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
180.0	"RUF"	"Sierra Leone"	1991.0	1996.0	"Republican government"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
179.0	"Public Against Violence"	"Slovakia"	1989.0	1992.0	"Czech communist government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
204.0	"Slovenia anti-communist"	"Slovenia"	1989.0	1990.0	"Communist regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
205.0	"Slovenian independence"	"Slovenia"	1990.0	1991.0	"Yugoslavian rule"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
1002.0	"Dervish resistance"	"Somalia"	1899.0	1904.0	"British and Ethiopian occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
208.0	"clan factions; SNM"	"Somalia"	1982.0	1991.0	"Siad Barre regime"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
357.0	"Somali Civil War"	"Somalia"	1991.0	2000.0	"Government of Somalia"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
209.0	"Somalia militia insurgencies"	"Somalia"	1993.0	1994.0	"U.S. and UN relief missions"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
344.0	"Islamist insurgency"	"Somalia"	2006.0	2019.0	"Somali government"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
1003.0	"Boer separatists"	"South Africa"	1899.0	1902.0	"British occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
210.0	"First Defiance Campaign"	"South Africa"	1952.0	1961.0	"Apartheid"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
211.0	"South African Second Defiance Campaign"	"South Africa"	1984.0	1994.0	"Apartheid"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
554.0	"Anti-Zuma"	"South Africa"	2017.0	2018.0	"Gov't of South Africa (Zuma)"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
214.0	"Student Revolution"	"South Korea"	1960.0	1960.0	"Rhee regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
